Nome,Escolaridade,Número,Aptidão,Coligação
Gui Mendes,Superior completo,23000,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Claudete Caccia,Ensino Fundamental incompleto,31077,Deferido (Apto),RENOVAÇÃO 
Claudete Martins,Ensino Médio completo,17015,Deferido (Apto),PSL
Guto,Superior completo,43622,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Henrique Conti,Superior completo,43008,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Claudia Leal,Ensino Médio completo,17778,Deferido (Apto),PSL
Hugo Prado,Superior completo,40010,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Ildacy da Caixa,Superior completo,40014,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Jaqueline Coutinho,Superior completo,14400,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
João Caramez,Superior completo,40456,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Joffre Neto,Superior completo,40675,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Juarez Juvêncio,Superior completo,20333,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Claudio Sorocaba 1,Ensino Médio completo,22675,Deferido (Apto),PR
Julio Costa,Superior completo,23300,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Lilian Diniz,Superior completo,43199,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Clayton Almeida,Ensino Médio completo,15044,Deferido (Apto),MDB
Cleide Maria,Ensino Médio completo,44160,Deferido (Apto),PRP
Lu Chalet,Superior completo,14600,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Lu Schultz,Superior completo,20320,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Luciana Trindade,Superior completo,40180,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Cleomenes Junior,Ensino Médio completo,22800,Deferido (Apto),PR
Cleonice Silva,Ensino Médio completo,17202,Deferido (Apto),PSL
Majô,Superior completo,20555,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Marcelo Comeron,Superior completo,43334,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Colega Ivanete,Ensino Médio completo,77500,Deferido (Apto),SOLIDARIEDADE
Marco Antonio,Superior completo,40999,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Maria das Graças,Superior completo,14500,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Mario Luiz,Superior completo,40550,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Marta Leão,Superior completo,40280,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Marybraz,Superior completo,14100,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Orestes Pimentel,Superior completo,23444,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Padre Afonso Lobato,Superior completo,43135,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Paraná Filho,Superior completo,40610,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Pastor Anistaldo,Superior completo,20147,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Paulo Andre Faneco,Superior completo,23222,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Pr. Celso Nascimento,Superior completo,20777,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Prof. Paulo Baptista,Superior completo,40555,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Professor Fabião Nunes,Superior completo,40440,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Professor Orlando,Superior completo,43369,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Cris Cella,Ensino Médio completo,22031,Deferido (Apto),PR
Professora Fatima,Superior completo,40144,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Professora Vera Ventura,Superior completo,43999,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Cristiane Davis,Ensino Médio completo,19567,Deferido (Apto),PODE
Rafael Silva,Superior completo,40500,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Cristiano Bolacha,Ensino Fundamental incompleto,19017,Deferido (Apto),PODE
Regis Yasumura,Superior completo,40040,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Reinaldo Alguz,Superior completo,43363,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Cristina da Saúde,Ensino Médio completo,44015,Deferido (Apto),PRP
Roberto Engler,Superior completo,40100,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Roberto Sekiya,Superior completo,40222,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Curiati,Ensino Médio completo,11111,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Rodolfo Fanganiello,Superior completo,40321,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Roque Barbiere - Roquinho,Superior completo,14160,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Roseli Kobayashi,Superior completo,40866,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Dalila de Cristo,Superior incompleto,44779,Deferido (Apto),PRP
Dalila Rita,Superior incompleto,44124,Deferido (Apto),PRP
Dalva Magnani,Ensino Médio completo,15055,Deferido (Apto),MDB
Suely Vilela,Superior completo,40080,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Damaceno,Superior incompleto,18191,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Damião Vigilante,Ensino Médio completo,50120,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Vinicius Camarinha,Superior completo,40789,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Dani Locutora,Ensino Médio completo,44105,Deferido (Apto),PRP
Daniel Batista,Ensino Médio completo,28090,Deferido (Apto),PRTB
Welington Formiga,Superior completo,14014,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Daniel Crisóstomo,Ensino Médio completo,27333,Deferido (Apto),DC
André Araujo,Superior completo,40007,Indeferido (Inapto),"Coligação PSB, PTB, PV, PSC, PPS"
Daniel Girotto,Superior incompleto,90440,Deferido (Apto),PROS
Enfermeira Rosana,Superior completo,40164,Indeferido (Inapto),"Coligação PSB, PTB, PV, PSC, PPS"
Valquiria Cardoso,Superior completo,40161,Indeferido (Inapto),"Coligação PSB, PTB, PV, PSC, PPS"
Gilson Fico,Superior completo,43234,Indeferido com recurso (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Daniel Matias,Ensino Médio completo,44144,Deferido (Apto),PRP
Daniel Pereira,Ensino Médio completo,44153,Deferido (Apto),PRP
Adilson Freire,Superior completo,40041,Renúncia (Inapto),"Coligação PSB, PTB, PV, PSC, PPS"
Daniela Braga,Ensino Médio completo,17123,Deferido (Apto),PSL
Andrea Viegart,Superior completo,40800,Renúncia (Inapto),"Coligação PSB, PTB, PV, PSC, PPS"
Antonio Jorge,Superior completo,27100,Deferido (Apto),DC
Coronel Marcos,Superior completo,27768,Deferido (Apto),DC
Dinho de Limeira,Superior completo,27557,Deferido (Apto),DC
Ed Groppo,Superior completo,27222,Deferido (Apto),DC
Edson Monteiro,Superior completo,27127,Deferido (Apto),DC
David Santana,Ensino Médio completo,90345,Deferido (Apto),PROS
Dayani,Ensino Médio completo,10789,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
de Paula,Ensino Médio completo,51030,Deferido (Apto),PATRI
Débora Dias,Ensino Médio completo,70043,Deferido (Apto),AVANTE
Eng. Gregory,Superior completo,27500,Deferido (Apto),DC
Debora Mota,Superior incompleto,90247,Deferido (Apto),PROS
Heliomar Junior,Superior completo,27532,Deferido (Apto),DC
Dedé da Calha,Superior incompleto,70707,Deferido (Apto),AVANTE
Deivid Lopes,Superior incompleto,28111,Deferido (Apto),PRTB
Humberto Alencar,Superior completo,27137,Deferido (Apto),DC
Ionara Machado,Superior completo,27270,Deferido (Apto),DC
Jonas Dabes,Superior completo,27717,Deferido (Apto),DC
Kildare,Superior completo,27464,Deferido (Apto),DC
Levi Oliveira,Superior completo,27640,Deferido (Apto),DC
Paulo Henrique,Superior completo,27112,Deferido (Apto),DC
Roberto Ferreira,Superior completo,27111,Deferido (Apto),DC
Talita Eymael,Superior completo,27000,Deferido (Apto),DC
Verena,Superior completo,27461,Deferido (Apto),DC
André Moises,Superior completo,27777,Indeferido (Inapto),DC
Dr. Gustavo Lintz,Superior completo,27010,Indeferido (Inapto),DC
Delso Cardoso Cypriano,Ensino Médio completo,28007,Deferido (Apto),PRTB
André Martins,Superior completo,27182,Indeferido com recurso (Apto),DC
Denis Rocha,Ensino Fundamental incompleto,31364,Deferido (Apto),RENOVAÇÃO 
Cynthia Akao,Superior completo,27017,Indeferido com recurso (Apto),DC
Denize Junqueira,Ensino Médio completo,77999,Deferido (Apto),SOLIDARIEDADE
Dennys Ambrosio,Ensino Médio completo,90128,Deferido (Apto),PROS
Derlânia Lima,Ensino Médio completo,51478,Deferido (Apto),PATRI
Detetive Esther Jardim,Ensino Médio completo,43044,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Edson Novais,Superior completo,27007,Indeferido com recurso (Apto),DC
Deyvison Gaspar,Ensino Médio completo,44122,Deferido (Apto),PRP
João Ferreira,Superior completo,27337,Indeferido com recurso (Apto),DC
Prof. Elson,Superior completo,27150,Indeferido com recurso (Apto),DC
Dilson Dias,Ensino Fundamental completo,15315,Deferido (Apto),MDB
Ten. Ladislau,Superior completo,27193,Indeferido com recurso (Apto),DC
Alle Pimenta,Superior completo,15190,Deferido (Apto),MDB
Angela Protetora,Superior completo,15022,Deferido (Apto),MDB
Diogenes Santos,Ensino Médio completo,51551,Deferido (Apto),PATRI
Diogo Paiva,Ensino Médio completo,33145,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Ditinho Ilhabela,Ensino Médio completo,90321,Deferido (Apto),PROS
Dito Barbosa,Ensino Fundamental incompleto,54051,Deferido (Apto),PPL
Diva Menezes,Ensino Médio completo,44301,Deferido (Apto),PRP
Angelo Antonio,Superior completo,15999,Deferido (Apto),MDB
Caruso,Superior completo,15000,Deferido (Apto),MDB
Domingos,Ensino Fundamental completo,44066,Deferido (Apto),PRP
Celina,Superior completo,15097,Deferido (Apto),MDB
Dona Guiomar Hoffman,Ensino Fundamental incompleto,22019,Deferido (Apto),PR
Donny Marc,Ensino Médio completo,44800,Deferido (Apto),PRP
Cléo Furquim,Superior completo,15215,Deferido (Apto),MDB
Dr Rafael Camargo,Superior completo,15154,Deferido (Apto),MDB
Dr. Flávio Silveira,Superior completo,15099,Deferido (Apto),MDB
Dra. Sandra Fisioterapeuta,Superior completo,15005,Deferido (Apto),MDB
Edinho Araujo Filho,Superior completo,15023,Deferido (Apto),MDB
Douglas Garcia,Ensino Médio completo,17064,Deferido (Apto),PSL
Etelvino Caetano,Superior completo,15345,Deferido (Apto),MDB
Felipe Martins,Superior completo,15355,Deferido (Apto),MDB
Fernando Petiti,Superior completo,15605,Deferido (Apto),MDB
Glaucia Camargo,Superior completo,15002,Deferido (Apto),MDB
Itamar Borges,Superior completo,15300,Deferido (Apto),MDB
João Alberto,Superior completo,15007,Deferido (Apto),MDB
Jooji Hato,Superior completo,15622,Deferido (Apto),MDB
Juliano Abe,Superior completo,15555,Deferido (Apto),MDB
Maria do Carmo Guilherme,Superior completo,15500,Deferido (Apto),MDB
Pastor Miguel Cabeleiro,Superior completo,15155,Deferido (Apto),MDB
Prof Gilberto Aquino - Gil,Superior completo,15009,Deferido (Apto),MDB
Prof. Nehemias Melo,Superior completo,15515,Deferido (Apto),MDB
Professor Walter Vicioni,Superior completo,15100,Deferido (Apto),MDB
Professora Cristiane Damasceno,Superior completo,15111,Deferido (Apto),MDB
Professora Marta Advogada,Superior completo,15698,Deferido (Apto),MDB
Promotor Daury,Superior completo,15777,Deferido (Apto),MDB
Ricardo Russomanno,Superior completo,15110,Deferido (Apto),MDB
Robson Martuchi,Superior completo,15091,Deferido (Apto),MDB
Sanzio Rodrigues,Superior completo,15115,Deferido (Apto),MDB
Tati Cruz,Superior completo,15863,Deferido (Apto),MDB
Vlad Udiloff,Superior completo,15511,Deferido (Apto),MDB
Zaira de Abreu,Superior completo,15013,Deferido (Apto),MDB
Dr. Samir Nassbine,Superior completo,15157,Indeferido com recurso (Apto),MDB
Ana Paula Lourenço,Superior completo,30003,Deferido (Apto),NOVO
Andrea Decourt,Superior completo,30800,Deferido (Apto),NOVO
Cecília Jacintho,Superior completo,30600,Deferido (Apto),NOVO
Cicero Salles,Superior completo,30700,Deferido (Apto),NOVO
Cida Rorato,Superior completo,30016,Deferido (Apto),NOVO
Cristina Monteiro,Superior completo,30002,Deferido (Apto),NOVO
Cunha,Superior completo,30330,Deferido (Apto),NOVO
Daniel Biscola,Superior completo,30900,Deferido (Apto),NOVO
Daniel José,Superior completo,30300,Deferido (Apto),NOVO
Dr Mauricio Egydio,Superior completo,30999,Deferido (Apto),NOVO
Eduardo Ortiz,Superior completo,30030,Deferido (Apto),NOVO
Eliana Azevedo,Superior completo,30400,Deferido (Apto),NOVO
Fábio Moura Fiscaliza S.vicent,Superior completo,30567,Deferido (Apto),NOVO
Felipe Luiz,Superior completo,30555,Deferido (Apto),NOVO
Heni Ozi Cukier,Superior completo,30111,Deferido (Apto),NOVO
Ingrid Frare,Superior completo,30080,Deferido (Apto),NOVO
Isaac Barreto,Superior completo,30190,Deferido (Apto),NOVO
Ivan Rodrigues,Superior completo,30833,Deferido (Apto),NOVO
Jairo Matheus,Superior completo,30033,Deferido (Apto),NOVO
José Miranda,Superior completo,30456,Deferido (Apto),NOVO
Luciana Alberto,Superior completo,30888,Deferido (Apto),NOVO
Luis Alexandre,Superior completo,30130,Deferido (Apto),NOVO
Marco Feitosa,Superior completo,30017,Deferido (Apto),NOVO
Miriam Antunes,Superior completo,30153,Deferido (Apto),NOVO
Monica Cury,Superior completo,30010,Deferido (Apto),NOVO
Paulo Denoni,Superior completo,30001,Deferido (Apto),NOVO
Paulo Fortes,Superior completo,30808,Deferido (Apto),NOVO
Pedro Vanin,Superior completo,30009,Deferido (Apto),NOVO
Professor Bertoncello,Superior completo,30007,Deferido (Apto),NOVO
Professor Rissi,Superior completo,30789,Deferido (Apto),NOVO
Ricardo Mellao,Superior completo,30100,Deferido (Apto),NOVO
Roberta Grabert,Superior completo,30018,Deferido (Apto),NOVO
Roberto Carlos de Almeida - Rc,Superior completo,30234,Deferido (Apto),NOVO
Rodrigão,Superior completo,30019,Deferido (Apto),NOVO
Rogério Souza,Superior completo,30350,Deferido (Apto),NOVO
Sergio Victor,Superior completo,30500,Deferido (Apto),NOVO
Silvana Barone,Superior completo,30530,Deferido (Apto),NOVO
Sobrinho 30930,Superior completo,30930,Deferido (Apto),NOVO
Susana Lambert,Superior completo,30060,Deferido (Apto),NOVO
Wilson Mello,Superior completo,30022,Deferido (Apto),NOVO
Adriana Oliveira,Superior completo,51153,Deferido (Apto),PATRI
Alexandre Sousa,Superior completo,51020,Deferido (Apto),PATRI
Dra Fabiola Cardi,Ensino Médio completo,90497,Deferido (Apto),PROS
Alice Limberg,Superior completo,51322,Deferido (Apto),PATRI
Anderson Meneses,Superior completo,51019,Deferido (Apto),PATRI
André Italo,Superior completo,51526,Deferido (Apto),PATRI
Bebeto,Superior completo,51773,Deferido (Apto),PATRI
Beto Brasil,Superior completo,51333,Deferido (Apto),PATRI
Cabo Wilson,Superior completo,51190,Deferido (Apto),PATRI
Dra. Danubia Alves,Ensino Médio completo,44610,Deferido (Apto),PRP
Claudenice Santana,Superior completo,51455,Deferido (Apto),PATRI
Comandante Luiz Alberto - Gaia,Superior completo,51737,Deferido (Apto),PATRI
Delegado Doutor Roberto,Superior completo,51008,Deferido (Apto),PATRI
Dimas Mendes,Superior completo,51004,Deferido (Apto),PATRI
Dr Almir Alexandres,Superior completo,51600,Deferido (Apto),PATRI
Dr Nechar,Superior completo,51000,Deferido (Apto),PATRI
Dr. Marcos,Superior completo,51121,Deferido (Apto),PATRI
Dr. Renan Godinho,Superior completo,51151,Deferido (Apto),PATRI
Dr. Silney Beraldo,Superior completo,51515,Deferido (Apto),PATRI
Dra Carla Casale,Superior completo,51053,Deferido (Apto),PATRI
Edinho,Superior completo,51550,Deferido (Apto),PATRI
Edu Monteiro,Superior completo,51052,Deferido (Apto),PATRI
Duda Amasp,Ensino Médio incompleto,30005,Deferido (Apto),NOVO
Ebenezer Bener,Ensino Médio completo,20175,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Graziele Lucato,Superior completo,51057,Deferido (Apto),PATRI
Ed Thomas,Ensino Médio completo,40123,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Eddy Lima Show,Ensino Médio completo,13007,Deferido (Apto),PT
Iris Barbosa,Superior completo,51445,Deferido (Apto),PATRI
Edileusa Nascimento,Ensino Médio completo,70565,Deferido (Apto),AVANTE
Edilson Guarnieri,Ensino Médio completo,14111,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Itamar Gonçalves da Radio,Superior completo,51511,Deferido (Apto),PATRI
Jair Ramalho da Auto Escola,Superior completo,51200,Deferido (Apto),PATRI
Jamil Ono,Superior completo,51051,Deferido (Apto),PATRI
Jorge Matos,Superior completo,51400,Deferido (Apto),PATRI
Lauro Lara,Superior completo,51686,Deferido (Apto),PATRI
Edinho do Salão,Ensino Fundamental incompleto,65999,Deferido (Apto),PC do B
Edison Canela,Ensino Médio completo,31008,Deferido (Apto),RENOVAÇÃO 
Lidia Pelegrino,Superior completo,51021,Deferido (Apto),PATRI
Lu Pizoni,Superior completo,51036,Deferido (Apto),PATRI
Edivaldo Correa,Ensino Médio completo,70570,Deferido (Apto),AVANTE
Lucas do Liceu,Superior completo,51888,Deferido (Apto),PATRI
Lurdinha,Superior completo,51800,Deferido (Apto),PATRI
Edna Diná,Ensino Médio completo,70156,Deferido (Apto),AVANTE
Edna dos Santos,Ensino Médio completo,90367,Deferido (Apto),PROS
Madureira,Superior completo,51111,Deferido (Apto),PATRI
Edna Francisco,Ensino Médio completo,70432,Deferido (Apto),AVANTE
Edna Macedo,Ensino Médio completo,10456,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Ednaldo Bispo,Ensino Médio incompleto,50630,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Ednei Valencio,Ensino Médio incompleto,22622,Deferido (Apto),PR
Malaquias Melo,Superior completo,51013,Deferido (Apto),PATRI
Marcinha Lucas,Superior completo,51011,Deferido (Apto),PATRI
Edson Benfica,Ensino Fundamental completo,70070,Deferido (Apto),AVANTE
Edson Campos,Ensino Médio completo,13890,Deferido (Apto),PT
Marco Portella,Superior completo,51777,Deferido (Apto),PATRI
Mariá Depieri,Superior completo,51018,Deferido (Apto),PATRI
Messias José de Moraes,Superior completo,51458,Deferido (Apto),PATRI
Edson Jaspion,Ensino Médio completo,51055,Deferido (Apto),PATRI
Michelline Tavares,Superior completo,51345,Deferido (Apto),PATRI
Edson Passos,Ensino Médio completo,70050,Deferido (Apto),AVANTE
Edson Ricardo,Ensino Médio completo,51120,Deferido (Apto),PATRI
Edu Domingues,Ensino Médio completo,30444,Deferido (Apto),NOVO
Paulo Correa Jr,Superior completo,51699,Deferido (Apto),PATRI
Prô Majô,Superior completo,51088,Deferido (Apto),PATRI
Eduardo Fonseca,Superior incompleto,50787,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Prof. André Buion,Superior completo,51033,Deferido (Apto),PATRI
Prof. Junco,Superior completo,51145,Deferido (Apto),PATRI
Eduardo Scaff,Ensino Médio completo,17798,Deferido (Apto),PSL
Edvaldo Brito,Ensino Médio completo,44130,Deferido (Apto),PRP
Professor Megione,Superior completo,51707,Deferido (Apto),PATRI
Elaine Florencio da Silva,Ensino Médio incompleto,36015,Deferido (Apto),PTC
Elaine Neves,Superior incompleto,15236,Deferido (Apto),MDB
Elaine Oliveira,Ensino Médio completo,25255,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Elenita Martins,Superior incompleto,13249,Deferido (Apto),PT
Professor Odair,Superior completo,51343,Deferido (Apto),PATRI
Eliabe Aires,Ensino Fundamental completo,51664,Deferido (Apto),PATRI
Professora Deusamar,Superior completo,51015,Deferido (Apto),PATRI
Professora Solange Devietro,Superior completo,51017,Deferido (Apto),PATRI
Elianai Lee Maestrello,Ensino Médio completo,50147,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Eliane Balsante,Ensino Fundamental completo,22311,Deferido (Apto),PR
Eliane Brito,Ensino Médio completo,90010,Deferido (Apto),PROS
Eliane Guerrreiro,Ensino Médio completo,35011,Deferido (Apto),RENOVAÇÃO 
Psicologa Thais Galvao,Superior completo,51006,Deferido (Apto),PATRI
Elias dos Anjos,Ensino Fundamental incompleto,31990,Deferido (Apto),RENOVAÇÃO 
Eliel Junquera,Superior incompleto,15018,Deferido (Apto),MDB
Eliene Santos,Ensino Médio completo,12450,Deferido (Apto),PDT
Eliete do Morar  Bem,Ensino Fundamental completo,70747,Deferido (Apto),AVANTE
Elisa Takahashi,Ensino Médio completo,51251,Deferido (Apto),PATRI
Regina Costa,Superior completo,51123,Deferido (Apto),PATRI
Elismonica Silva,Ensino Médio completo,51025,Deferido (Apto),PATRI
Eliton Luiz,Ensino Fundamental completo,44100,Deferido (Apto),PRP
Elivelton Weirich,Ensino Médio completo,17771,Deferido (Apto),PSL
Roberto Pimentel,Superior completo,51177,Deferido (Apto),PATRI
Rosana Alves,Superior completo,51016,Deferido (Apto),PATRI
Sargento Coran,Superior completo,51500,Deferido (Apto),PATRI
Suéllen Rosim,Superior completo,51700,Deferido (Apto),PATRI
Toninho Oliva,Superior completo,51852,Deferido (Apto),PATRI
Elza Zanella,Ensino Médio completo,33808,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Emerson Shokito,Ensino Médio completo,28026,Deferido (Apto),PRTB
Emerson Zocchi,Superior incompleto,17051,Deferido (Apto),PSL
Sérgio Mele,Superior completo,51115,Indeferido (Inapto),PATRI
David de Jesus,Superior completo,51180,Indeferido com recurso (Apto),PATRI
Enfermeira Gleice,Ensino Médio completo,28029,Deferido (Apto),PRTB
Marquinho,Superior completo,51010,Indeferido com recurso (Apto),PATRI
Enfermeira Mirtes,Ensino Médio incompleto,17988,Deferido (Apto),PSL
Adriana Azevedo,Superior completo,65340,Deferido (Apto),PC do B
Alcides Amazonas,Superior completo,65100,Deferido (Apto),PC do B
Cintia Gonçalves,Superior completo,65230,Deferido (Apto),PC do B
Décio Santos,Superior completo,65008,Deferido (Apto),PC do B
Douglas Carbonne,Superior completo,65500,Deferido (Apto),PC do B
Dr Marcel,Superior completo,65655,Deferido (Apto),PC do B
Dr. Francisca Britto,Superior completo,65165,Deferido (Apto),PC do B
Edson Aguiar,Superior completo,65852,Deferido (Apto),PC do B
Edson Gomes,Superior completo,65065,Deferido (Apto),PC do B
Enfermeira Nádia,Superior completo,65030,Deferido (Apto),PC do B
Enyo Correia,Superior incompleto,15015,Deferido (Apto),MDB
Eraldo Maranhão,Ensino Fundamental completo,70005,Deferido (Apto),AVANTE
Erca Cintra,Superior incompleto,19785,Deferido (Apto),PODE
Eunice Sazon,Superior completo,65379,Deferido (Apto),PC do B
Erica Love,Ensino Médio completo,51851,Deferido (Apto),PATRI
Henrique Domingues,Superior completo,65650,Deferido (Apto),PC do B
Irineu Nje'a,Superior completo,65133,Deferido (Apto),PC do B
Jefferson Caproni,Superior completo,65192,Deferido (Apto),PC do B
Joaquim Goma,Superior completo,65790,Deferido (Apto),PC do B
Lilika Soares,Superior completo,65285,Deferido (Apto),PC do B
Liozina,Superior completo,65523,Deferido (Apto),PC do B
Esdra Nascimento,Ensino Médio incompleto,70010,Deferido (Apto),AVANTE
Magela,Superior completo,65300,Deferido (Apto),PC do B
Eugenio,Ensino Médio completo,30077,Deferido (Apto),NOVO
Eugenio Said,Superior incompleto,13121,Deferido (Apto),PT
Marcio Brianes,Superior completo,65456,Deferido (Apto),PC do B
Eurico Tiuzao,Ensino Médio completo,90107,Deferido (Apto),PROS
Evelyn Cavalcante,Ensino Médio completo,65565,Deferido (Apto),PC do B
Marquito,Superior completo,65420,Deferido (Apto),PC do B
Michel Carneiro,Superior completo,65789,Deferido (Apto),PC do B
Prof João Carvalho Fio,Superior completo,65512,Deferido (Apto),PC do B
Prof. Glédson Proença,Superior completo,65005,Deferido (Apto),PC do B
Prof. Rafael Purgato,Superior completo,65678,Deferido (Apto),PC do B
Professor Jeff,Superior completo,65653,Deferido (Apto),PC do B
Fabiano Gregorio,Ensino Médio completo,13713,Deferido (Apto),PT
Professor Rodrigo Assis,Superior completo,65050,Deferido (Apto),PC do B
Fabinho Reis,Superior incompleto,55678,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Fabio Duarte,Ensino Médio incompleto,17204,Deferido (Apto),PSL
Fabio Lima,Ensino Médio completo,90417,Deferido (Apto),PROS
Professor Samuel,Superior completo,65658,Deferido (Apto),PC do B
Professora Marisa de Sá,Superior completo,65007,Deferido (Apto),PC do B
Renata Czekay,Superior completo,65475,Deferido (Apto),PC do B
Fabio Protetor,Ensino Fundamental completo,65024,Deferido (Apto),PC do B
Fabio Santos,Superior incompleto,90987,Deferido (Apto),PROS
Roberto Menezes,Superior completo,65688,Deferido (Apto),PC do B
Fabio Silingardi,Ensino Médio completo,28282,Deferido (Apto),PRTB
Rodrigo Romão,Superior completo,65333,Deferido (Apto),PC do B
Rominho Eventos,Superior completo,65111,Deferido (Apto),PC do B
Rute Barbosa,Superior completo,65233,Deferido (Apto),PC do B
Fafá,Ensino Médio completo,28900,Deferido (Apto),PRTB
Falcão,Ensino Médio completo,90013,Deferido (Apto),PROS
Falcão Marcelo da Silva,Ensino Médio completo,90350,Deferido (Apto),PROS
Sergio Zerbinato,Superior completo,65654,Deferido (Apto),PC do B
Siena da Auto Escola,Superior completo,65400,Deferido (Apto),PC do B
Fausto Peres,Ensino Fundamental incompleto,19444,Deferido (Apto),PODE
Fefe Houston,Superior incompleto,15010,Deferido (Apto),MDB
Sinclair Lopes da Radiologia,Superior completo,65900,Deferido (Apto),PC do B
Valeria Canestri,Superior completo,65051,Deferido (Apto),PC do B
Vanderlei Siraque,Superior completo,65321,Deferido (Apto),PC do B
Vânia Ribeiro,Superior completo,65555,Deferido (Apto),PC do B
Wra-Wladimir Carneiro,Superior completo,65023,Deferido (Apto),PC do B
Osmar Brito,Superior completo,29429,Indeferido (Inapto),PCO
Fernando Balboa,Superior incompleto,65677,Deferido (Apto),PC do B
Cíntia Zaparoli,Superior completo,29029,Indeferido com recurso (Apto),PCO
Fernando Brasil,Ensino Médio completo,51444,Deferido (Apto),PATRI
Fernando Cury,Superior incompleto,23456,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Fernando da Òtica Original,Ensino Médio completo,20800,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Fernando Espanhol,Ensino Médio completo,15056,Deferido (Apto),MDB
João Evangelista,Superior completo,29229,Indeferido com recurso (Apto),PCO
José Zelman,Superior completo,29329,Indeferido com recurso (Apto),PCO
Alexandre Acedo,Superior completo,12118,Deferido (Apto),PDT
Alexandria Bueno,Superior completo,12011,Deferido (Apto),PDT
Ferreira Cabeleleiro,Superior incompleto,33888,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Fhiama Raquel,Ensino Médio completo,45444,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Figueiredo Jr.,Ensino Médio completo,17153,Deferido (Apto),PSL
